"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"07","福島県","07212","南相馬市","072120003000","小高区下浦","37.514172","141.008643","0","1"
"07","福島県","07212","南相馬市","072120004000","小高区行津","37.519193","141.000609","0","1"
"07","福島県","07212","南相馬市","072120005000","小高区水谷","37.53786","140.994366","0","1"
"07","福島県","07212","南相馬市","072120006000","小高区蛯沢","37.534095","141.009989","0","1"
"07","福島県","07212","南相馬市","072120007000","小高区耳谷","37.530407","140.982528","0","1"
"07","福島県","07212","南相馬市","072120008000","小高区泉沢","37.544034","140.990495","0","1"
"07","福島県","07212","南相馬市","072120009000","小高区福岡","37.55386","141.012181","0","1"
"07","福島県","07212","南相馬市","072120010000","小高区岡田","37.555973","140.99951","0","1"
"07","福島県","07212","南相馬市","072120011003","小高区東町三丁目","37.566365","140.99523","0","3"
"07","福島県","07212","南相馬市","072120012000","原町区小木迫","37.580961","140.984245","0","1"
"07","福島県","07212","南相馬市","072120013000","小高区大井","37.568432","141.003505","0","1"
"07","福島県","07212","南相馬市","072120014000","小高区女場","37.542618","141.009379","0","1"
"07","福島県","07212","南相馬市","072120015000","原町区","37.607693","140.861605","0","1"
"07","福島県","07212","南相馬市","072120016000","原町区小浜","37.595149","141.019696","0","1"
"07","福島県","07212","南相馬市","072120017000","原町区下江井","37.584894","141.012499","0","1"
"07","福島県","07212","南相馬市","072120018000","原町区金沢","37.666503999999996","140.995067","0","1"
"07","福島県","07212","南相馬市","072120019000","原町区片倉","37.579884","140.890265","0","1"
"07","福島県","07212","南相馬市","072120020000","原町区馬場","37.597467","140.896152","0","1"
"07","福島県","07212","南相馬市","072120021000","小高区羽倉","37.582438","140.928592","0","1"
"07","福島県","07212","南相馬市","072120022000","小高区北鳩原","37.58081","140.954059","0","1"
"07","福島県","07212","南相馬市","072120023000","原町区鶴谷","37.591089","140.963734","0","1"
"07","福島県","07212","南相馬市","072120024000","原町区高","37.601467","140.994279","0","1"
"07","福島県","07212","南相馬市","072120025000","原町区大甕","37.605746","141.00474","0","1"
"07","福島県","07212","南相馬市","072120026000","原町区雫","37.610182","141.018326","0","1"
"07","福島県","07212","南相馬市","072120027000","原町区北原","37.625217","140.990211","0","1"
"07","福島県","07212","南相馬市","072120028000","原町区萱浜","37.625583","141.011417","0","1"
"07","福島県","07212","南相馬市","072120029000","原町区上渋佐","37.639165","141.000142","0","1"
"07","福島県","07212","南相馬市","072120030000","原町区泉","37.647555","141.008519","0","1"
"07","福島県","07212","南相馬市","072120031000","原町区北泉","37.655682","141.008724","0","1"
"07","福島県","07212","南相馬市","072120032000","原町区高倉","37.639266","140.874838","0","1"
"07","福島県","07212","南相馬市","072120033000","原町区大原","37.668838","140.886108","0","1"
"07","福島県","07212","南相馬市","072120034000","原町区深野","37.670799","140.925791","0","1"
"07","福島県","07212","南相馬市","072120035000","原町区上北高平","37.665641","140.959771","0","1"
"07","福島県","07212","南相馬市","072120036000","鹿島区塩崎","37.680302","140.959294","0","1"
"07","福島県","07212","南相馬市","072120037000","鹿島区川子","37.674973","140.978601","0","1"
"07","福島県","07212","南相馬市","072120038000","鹿島区大内","37.679893","140.993622","0","1"
"07","福島県","07212","南相馬市","072120039000","鹿島区南右田","37.689909","141.000074","0","1"
"07","福島県","07212","南相馬市","072120040000","鹿島区北右田","37.699958","140.988944","0","1"
"07","福島県","07212","南相馬市","072120041000","鹿島区南海老","37.705047","141.004014","0","1"
"07","福島県","07212","南相馬市","072120042000","鹿島区北海老","37.713583","140.996872","0","1"
"07","福島県","07212","南相馬市","072120043000","鹿島区北屋形","37.724201","140.98852","0","1"
"07","福島県","07212","南相馬市","072120044000","鹿島区上栃窪","37.721817","140.864286","0","1"
"07","福島県","07212","南相馬市","072120045000","鹿島区橲原","37.69099","140.874112","0","1"
"07","福島県","07212","南相馬市","072120046000","小高区浦尻","37.519978","141.025702","0","1"
"07","福島県","07212","南相馬市","072120047000","小高区井田川","37.527063","141.019563","0","1"
"07","福島県","07212","南相馬市","072120048000","小高区角部内","37.541317","141.02166","0","1"
"07","福島県","07212","南相馬市","072120049000","小高区村上","37.560305","141.024897","0","1"
"07","福島県","07212","南相馬市","072120050000","原町区小沢","37.579969","141.021836","0","1"
"07","福島県","07212","南相馬市","072120051000","小高区塚原","37.568079","141.017892","0","1"
"07","福島県","07212","南相馬市","072120052000","原町区堤谷","37.578793","141.006985","0","1"
"07","福島県","07212","南相馬市","072120053000","小高区上浦","37.51867","140.986678","0","1"
"07","福島県","07212","南相馬市","072120054000","小高区神山","37.525746","140.962488","0","1"
"07","福島県","07212","南相馬市","072120055000","小高区上根沢","37.540663","140.96453","0","1"
"07","福島県","07212","南相馬市","072120056000","小高区大田和","37.545552","140.94925","0","1"
"07","福島県","07212","南相馬市","072120057000","小高区川房","37.530651","140.917016","0","1"
"07","福島県","07212","南相馬市","072120058002","小高区南町二丁目","37.559615","140.99529","0","3"
"07","福島県","07212","南相馬市","072120011002","小高区東町二丁目","37.564401","140.994868","0","3"
"07","福島県","07212","南相馬市","072120058001","小高区南町一丁目","37.560318","140.993184","0","3"
"07","福島県","07212","南相馬市","072120011001","小高区東町一丁目","37.562751","140.994589","0","3"
"07","福島県","07212","南相馬市","072120059002","小高区田町二丁目","37.56146","140.991352","0","3"
"07","福島県","07212","南相馬市","072120059001","小高区田町一丁目","37.561675","140.989555","0","3"
"07","福島県","07212","南相馬市","072120060001","小高区本町一丁目","37.563508","140.992206","0","3"
"07","福島県","07212","南相馬市","072120060002","小高区本町二丁目","37.565889","140.992737","0","3"
"07","福島県","07212","南相馬市","072120061001","小高区大町一丁目","37.563977","140.990098","0","3"
"07","福島県","07212","南相馬市","072120061002","小高区大町二丁目","37.565914","140.990817","0","3"
"07","福島県","07212","南相馬市","072120062001","小高区仲町一丁目","37.564418","140.987879","0","3"
"07","福島県","07212","南相馬市","072120062002","小高区仲町二丁目","37.566295","140.988579","0","3"
"07","福島県","07212","南相馬市","072120063002","小高区関場二丁目","37.560749","140.986151","0","3"
"07","福島県","07212","南相馬市","072120063001","小高区関場一丁目","37.562352","140.986502","0","3"
"07","福島県","07212","南相馬市","072120064000","小高区吉名","37.551891","140.985261","0","1"
"07","福島県","07212","南相馬市","072120065002","小高区西町二丁目","37.561476","140.981823","0","3"
"07","福島県","07212","南相馬市","072120066002","小高区藤木二丁目","37.56132","140.979825","0","3"
"07","福島県","07212","南相馬市","072120065001","小高区西町一丁目","37.563731","140.983863","0","3"
"07","福島県","07212","南相馬市","072120067002","小高区上町二丁目","37.566561","140.985638","0","3"
"07","福島県","07212","南相馬市","072120067001","小高区上町一丁目","37.56505","140.985274","0","3"
"07","福島県","07212","南相馬市","072120066001","小高区藤木一丁目","37.563987","140.980054","0","3"
"07","福島県","07212","南相馬市","072120068000","小高区小屋木","37.54876","140.963288","0","1"
"07","福島県","07212","南相馬市","072120069000","小高区飯崎","37.556849","140.960389","0","1"
"07","福島県","07212","南相馬市","072120070000","小高区小高","37.570138","140.987414","0","1"
"07","福島県","07212","南相馬市","072120071000","小高区片草","37.575768","140.972786","0","1"
"07","福島県","07212","南相馬市","072120072000","小高区小谷","37.568818","140.963589","0","1"
"07","福島県","07212","南相馬市","072120073000","小高区南鳩原","37.572733","140.95271","0","1"
"07","福島県","07212","南相馬市","072120074000","小高区大富","37.566297","140.923872","0","1"
"07","福島県","07212","南相馬市","072120075000","原町区米々沢","37.59716","141.006329","0","1"
"07","福島県","07212","南相馬市","072120076000","原町区下渋佐","37.637157","141.016175","0","1"
"07","福島県","07212","南相馬市","072120077000","原町区益田","37.602733","140.976722","0","1"
"07","福島県","07212","南相馬市","072120078000","原町区矢川原","37.598711","140.949785","0","1"
"07","福島県","07212","南相馬市","072120079000","原町区上太田","37.604649","140.950551","0","1"
"07","福島県","07212","南相馬市","072120080000","原町区下太田","37.615478","140.985105","0","1"
"07","福島県","07212","南相馬市","072120081000","原町区日の出町","37.631897","140.986938","0","1"
"07","福島県","07212","南相馬市","072120082003","原町区青葉町三丁目","37.631118","140.976987","0","3"
"07","福島県","07212","南相馬市","072120082002","原町区青葉町二丁目","37.63205","140.974077","0","3"
"07","福島県","07212","南相馬市","072120082004","原町区青葉町四丁目","37.628565","140.974078","0","3"
"07","福島県","07212","南相馬市","072120083003","原町区二見町三丁目","37.632958","140.970477","0","3"
"07","福島県","07212","南相馬市","072120083004","原町区二見町四丁目","37.629417","140.967339","0","3"
"07","福島県","07212","南相馬市","072120083002","原町区二見町二丁目","37.634268","140.96894","0","3"
"07","福島県","07212","南相馬市","072120083001","原町区二見町一丁目","37.634293","140.965855","0","3"
"07","福島県","07212","南相馬市","072120084002","原町区本陣前二丁目","37.621778","140.952748","0","3"
"07","福島県","07212","南相馬市","072120085004","原町区橋本町四丁目","37.626665","140.96104","0","3"
"07","福島県","07212","南相馬市","072120086000","原町区牛来","37.621756","140.969409","0","1"
"07","福島県","07212","南相馬市","072120087000","原町区中太田","37.614875","140.962063","0","1"
"07","福島県","07212","南相馬市","072120085003","原町区橋本町三丁目","37.629304","140.961259","0","3"
"07","福島県","07212","南相馬市","072120084001","原町区本陣前一丁目","37.624322","140.9547","0","3"
"07","福島県","07212","南相馬市","072120088004","原町区南町四丁目","37.627878","140.95675","0","3"
"07","福島県","07212","南相馬市","072120085002","原町区橋本町二丁目","37.631893","140.962628","0","3"
"07","福島県","07212","南相馬市","072120085001","原町区橋本町一丁目","37.634833","140.962663","0","3"
"07","福島県","07212","南相馬市","072120088003","原町区南町三丁目","37.63193","140.957206","0","3"
"07","福島県","07212","南相馬市","072120088002","原町区南町二丁目","37.634956","140.958008","0","3"
"07","福島県","07212","南相馬市","072120089002","原町区国見町二丁目","37.62759","140.953142","0","3"
"07","福島県","07212","南相馬市","072120089001","原町区国見町一丁目","37.63156","140.954308","0","3"
"07","福島県","07212","南相馬市","072120089003","原町区国見町三丁目","37.626462","140.949192","0","3"
"07","福島県","07212","南相馬市","072120090001","原町区上町一丁目","37.632195","140.951995","0","3"
"07","福島県","07212","南相馬市","072120084003","原町区本陣前三丁目","37.619139","140.949984","0","3"
"07","福島県","07212","南相馬市","072120090003","原町区上町三丁目","37.628346","140.947879","0","3"
"07","福島県","07212","南相馬市","072120090002","原町区上町二丁目","37.631586","140.948241","0","3"
"07","福島県","07212","南相馬市","072120091000","原町区押釜","37.625126","140.916501","0","1"
"07","福島県","07212","南相馬市","072120092002","原町区高見町二丁目","37.636154","140.985022","0","3"
"07","福島県","07212","南相馬市","072120082001","原町区青葉町一丁目","37.633384","140.978526","0","3"
"07","福島県","07212","南相馬市","072120093001","原町区桜井町一丁目","37.637854","140.978526","0","3"
"07","福島県","07212","南相馬市","072120092001","原町区高見町一丁目","37.640178","140.986292","0","3"
"07","福島県","07212","南相馬市","072120093002","原町区桜井町二丁目","37.640502","140.979359","0","3"
"07","福島県","07212","南相馬市","072120094000","原町区下高平","37.646395","140.987726","0","1"
"07","福島県","07212","南相馬市","072120095004","原町区旭町四丁目","37.63544","140.972774","0","3"
"07","福島県","07212","南相馬市","072120095002","原町区旭町二丁目","37.637694","140.970344","0","3"
"07","福島県","07212","南相馬市","072120096001","原町区錦町一丁目","37.638598","140.973016","0","3"
"07","福島県","07212","南相馬市","072120095003","原町区旭町三丁目","37.635887","140.969179","0","3"
"07","福島県","07212","南相馬市","072120095001","原町区旭町一丁目","37.637781","140.967183","0","3"
"07","福島県","07212","南相馬市","072120097003","原町区大町三丁目","37.63964","140.968021","0","3"
"07","福島県","07212","南相馬市","072120098003","原町区栄町三丁目","37.637125","140.964763","0","3"
"07","福島県","07212","南相馬市","072120098002","原町区栄町二丁目","37.637586","140.962338","0","3"
"07","福島県","07212","南相馬市","072120097002","原町区大町二丁目","37.640047","140.963967","0","3"
"07","福島県","07212","南相馬市","072120096002","原町区錦町二丁目","37.641953","140.970575","0","3"
"07","福島県","07212","南相馬市","072120099003","原町区東町三丁目","37.642559","140.966199","0","3"
"07","福島県","07212","南相馬市","072120096003","原町区錦町三丁目","37.644106","140.969025","0","3"
"07","福島県","07212","南相馬市","072120099002","原町区東町二丁目","37.64268","140.963527","0","3"
"07","福島県","07212","南相馬市","072120098001","原町区栄町一丁目","37.637707","140.960584","0","3"
"07","福島県","07212","南相馬市","072120097001","原町区大町一丁目","37.640097","140.961261","0","3"
"07","福島県","07212","南相馬市","072120088001","原町区南町一丁目","37.637526","140.958463","0","3"
"07","福島県","07212","南相馬市","072120100001","原町区本町一丁目","37.63938","140.958306","0","3"
"07","福島県","07212","南相馬市","072120101001","原町区三島町一丁目","37.635717","140.954885","0","3"
"07","福島県","07212","南相馬市","072120101002","原町区三島町二丁目","37.639958","140.954245","0","3"
"07","福島県","07212","南相馬市","072120102002","原町区西町二丁目","37.635228","140.951036","0","3"
"07","福島県","07212","南相馬市","072120102001","原町区西町一丁目","37.637432","140.949918","0","3"
"07","福島県","07212","南相馬市","072120103002","原町区仲町二丁目","37.639479","140.949828","0","3"
"07","福島県","07212","南相馬市","072120099001","原町区東町一丁目","37.642871","140.961295","0","3"
"07","福島県","07212","南相馬市","072120100002","原町区本町二丁目","37.641816","140.958653","0","3"
"07","福島県","07212","南相馬市","072120100003","原町区本町三丁目","37.644178","140.958252","0","3"
"07","福島県","07212","南相馬市","072120101003","原町区三島町三丁目","37.642832","140.955544","0","3"
"07","福島県","07212","南相馬市","072120104000","原町区小川町","37.647397","140.959862","0","1"
"07","福島県","07212","南相馬市","072120105000","原町区北町","37.646352","140.951941","0","1"
"07","福島県","07212","南相馬市","072120102003","原町区西町三丁目","37.63361","140.945553","0","3"
"07","福島県","07212","南相馬市","072120103001","原町区仲町一丁目","37.641891","140.94964","0","3"
"07","福島県","07212","南相馬市","072120103003","原町区仲町三丁目","37.639405","140.946949","0","3"
"07","福島県","07212","南相馬市","072120106000","原町区牛越","37.642742","140.944134","0","1"
"07","福島県","07212","南相馬市","072120107000","原町区大木戸","37.624932","140.940985","0","1"
"07","福島県","07212","南相馬市","072120108000","原町区石神","37.639941","140.922216","0","1"
"07","福島県","07212","南相馬市","072120109000","原町区下北高平","37.65543","140.98792","0","1"
"07","福島県","07212","南相馬市","072120110000","原町区上高平","37.649823","140.965432","0","1"
"07","福島県","07212","南相馬市","072120111000","原町区北新田","37.657472","140.952889","0","1"
"07","福島県","07212","南相馬市","072120112000","原町区長野","37.650936","140.939193","0","1"
"07","福島県","07212","南相馬市","072120113000","原町区北長野","37.656016","140.938293","0","1"
"07","福島県","07212","南相馬市","072120114000","原町区信田沢","37.650886","140.919931","0","1"
"07","福島県","07212","南相馬市","072120115000","原町区大谷","37.649336","140.898677","0","1"
"07","福島県","07212","南相馬市","072120116000","鹿島区烏崎","37.678957","141.006918","0","1"
"07","福島県","07212","南相馬市","072120117003","鹿島区西町三丁目","37.709897","140.95876","0","3"
"07","福島県","07212","南相馬市","072120118000","鹿島区あさひ","37.699529","140.970642","0","1"
"07","福島県","07212","南相馬市","072120119000","鹿島区小島田","37.690456","140.984439","0","1"
"07","福島県","07212","南相馬市","072120120000","鹿島区江垂","37.691004","140.96911","0","1"
"07","福島県","07212","南相馬市","072120121000","鹿島区小池","37.6918","140.926931","0","1"
"07","福島県","07212","南相馬市","072120117001","鹿島区西町一丁目","37.703485","140.964824","0","3"
"07","福島県","07212","南相馬市","072120122000","鹿島区南屋形","37.712483","140.973597","0","1"
"07","福島県","07212","南相馬市","072120117002","鹿島区西町二丁目","37.707061","140.962","0","3"
"07","福島県","07212","南相馬市","072120123000","鹿島区鹿島","37.701819","140.974803","0","1"
"07","福島県","07212","南相馬市","072120124000","鹿島区寺内","37.692757","140.949607","0","1"
"07","福島県","07212","南相馬市","072120125000","鹿島区牛河内","37.706636","140.950805","0","1"
"07","福島県","07212","南相馬市","072120126000","鹿島区岡和田","37.712199","140.947141","0","1"
"07","福島県","07212","南相馬市","072120127000","鹿島区小山田","37.707724","140.916784","0","1"
"07","福島県","07212","南相馬市","072120128000","鹿島区永田","37.718584","140.96186","0","1"
"07","福島県","07212","南相馬市","072120129000","鹿島区角川原","37.725791","140.934925","0","1"
"07","福島県","07212","南相馬市","072120130000","鹿島区浮田","37.71638","140.927777","0","1"
"07","福島県","07212","南相馬市","072120131000","鹿島区山下","37.726044","140.917477","0","1"
"07","福島県","07212","南相馬市","072120132000","鹿島区南柚木","37.73013","140.967014","0","1"
"07","福島県","07212","南相馬市","072120133000","鹿島区永渡","37.734239","140.949933","0","1"
"07","福島県","07212","南相馬市","072120134000","鹿島区横手","37.724582","140.945957","0","1"
"07","福島県","07212","南相馬市","072120135000","鹿島区御山","37.737527","140.912475","0","1"
"07","福島県","07212","南相馬市","072120136000","鹿島区栃窪","37.729758","140.895778","0","1"
"07","福島県","07212","南相馬市","072120137000","小高区","37.555263","140.893728","0","1"
"07","福島県","07212","南相馬市","072120138000","小高区金谷","37.549636","140.922315","0","1"
"07","福島県","07212","南相馬市","072120139000","原町区陣ケ崎","37.613205","140.944931","0","1"
"07","福島県","07213","伊達市","072130001000","霊山町石田","37.762863","140.652835","0","1"
"07","福島県","07213","伊達市","072130002000","月舘町下手渡","37.719326","140.606014","0","1"
"07","福島県","07213","伊達市","072130003000","月舘町月舘","37.721449","140.627393","0","1"
"07","福島県","07213","伊達市","072130004000","月舘町御代田","37.749642","140.603545","0","1"
"07","福島県","07213","伊達市","072130005000","月舘町布川","37.737562","140.640474","0","1"
"07","福島県","07213","伊達市","072130006000","梁川町大関","37.832492","140.625823","0","1"
"07","福島県","07213","伊達市","072130007000","霊山町上小国","37.734158","140.565282","0","1"
"07","福島県","07213","伊達市","072130008000","霊山町下小国","37.756573","140.581028","0","1"
"07","福島県","07213","伊達市","072130009000","霊山町泉原","37.815164","140.631052","0","1"
"07","福島県","07213","伊達市","072130010000","霊山町大石","37.797703","140.660869","0","1"
"07","福島県","07213","伊達市","072130011000","霊山町中川","37.793692","140.620881","0","1"
"07","福島県","07213","伊達市","072130012000","霊山町山戸田","37.774541","140.615772","0","1"
"07","福島県","07213","伊達市","072130013000","長町","37.826778","140.496824","0","1"
"07","福島県","07213","伊達市","072130014000","舘ノ内","37.820355","140.498257","0","1"
"07","福島県","07213","伊達市","072130015000","根岸","37.820612","140.495059","0","1"
"07","福島県","07213","伊達市","072130016000","菅田","37.813884","140.496209","0","1"
"07","福島県","07213","伊達市","072130017000","長川原","37.811312","140.496314","0","1"
"07","福島県","07213","伊達市","072130018000","川原町","37.812776","140.496414","0","1"
"07","福島県","07213","伊達市","072130019001","諏訪野一丁目","37.816218","140.495160","0","3"
"07","福島県","07213","伊達市","072130019003","諏訪野三丁目","37.815095","140.495291","0","3"
"07","福島県","07213","伊達市","072130020000","久根妻","37.818956","140.495468","0","1"
"07","福島県","07213","伊達市","072130021000","下志和田","37.817295","140.496946","0","1"
"07","福島県","07213","伊達市","072130022000","干供田","37.822612","140.494274","0","1"
"07","福島県","07213","伊達市","072130023000","沓形","37.822639","140.496542","0","1"
"07","福島県","07213","伊達市","072130024000","沢田","37.823973","140.497064","0","1"
"07","福島県","07213","伊達市","072130025000","根田","37.825581","140.496488","0","1"
"07","福島県","07213","伊達市","072130026000","梁川町白根","37.838109","140.662580","0","1"
"07","福島県","07213","伊達市","072130027000","梁川町新田","37.835985","140.602355","0","1"
"07","福島県","07213","伊達市","072130028000","梁川町細谷","37.825250","140.596360","0","1"
"07","福島県","07213","伊達市","072130029000","梁川町","37.854885","140.611176","0","1"
"07","福島県","07213","伊達市","072130030000","梁川町八幡","37.855735","140.638436","0","1"
"07","福島県","07213","伊達市","072130031000","梁川町舟生","37.879551","140.632439","0","1"
"07","福島県","07213","伊達市","072130032000","梁川町五十沢","37.892002","140.625741","0","1"
"07","福島県","07213","伊達市","072130033000","梁川町陽光台","37.836483","140.594133","0","1"
"07","福島県","07213","伊達市","072130034000","保原町二井田","37.832511","140.578004","0","1"
"07","福島県","07213","伊達市","072130035000","保原町大立目","37.837117","140.570570","0","1"
"07","福島県","07213","伊達市","072130036000","保原町","37.820401","140.553257","0","1"
"07","福島県","07213","伊達市","072130037000","伏黒","37.826046","140.528339","0","1"
"07","福島県","07213","伊達市","072130038000","月舘町上手渡","37.700838","140.584204","0","1"
"07","福島県","07213","伊達市","072130039000","月舘町糠田","37.721491","140.584177","0","1"
"07","福島県","07213","伊達市","072130040000","保原町みずほ","37.822647","140.569922","0","1"
"07","福島県","07213","伊達市","072130041000","霊山町掛田","37.784809","140.594510","0","1"
"07","福島県","07213","伊達市","072130042000","保原町富沢","37.777280","140.550295","0","1"
"07","福島県","07213","伊達市","072130043000","保原町高成田","37.785160","140.529693","0","1"
"07","福島県","07213","伊達市","072130044000","霊山町山野川","37.802978","140.601698","0","1"
"07","福島県","07213","伊達市","072130045000","保原町所沢","37.798018","140.561238","0","1"
"07","福島県","07213","伊達市","072130046000","保原町柱田","37.794963","140.578098","0","1"
"07","福島県","07213","伊達市","072130047000","保原町大柳","37.799550","140.544781","0","1"
"07","福島県","07213","伊達市","072130048000","川原田","37.816045","140.507305","0","1"
"07","福島県","07213","伊達市","072130049000","水抜","37.818136","140.508674","0","1"
"07","福島県","07213","伊達市","072130050000","一本杉","37.814247","140.506509","0","1"
"07","福島県","07213","伊達市","072130051000","塚畑","37.815575","140.505396","0","1"
"07","福島県","07213","伊達市","072130052000","雪車町","37.817359","140.505114","0","1"
"07","福島県","07213","伊達市","072130053000","梨子木町","37.818370","140.507025","0","1"
"07","福島県","07213","伊達市","072130054000","宮前","37.818391","140.504368","0","1"
"07","福島県","07213","伊達市","072130055000","荒町","37.814588","140.503767","0","1"
"07","福島県","07213","伊達市","072130056000","坂ノ上","37.816512","140.503515","0","1"
"07","福島県","07213","伊達市","072130057000","姥ケ懐","37.815080","140.501969","0","1"
"07","福島県","07213","伊達市","072130058000","坂ノ下","37.815230","140.500335","0","1"
"07","福島県","07213","伊達市","072130059000","鍛治屋川","37.816661","140.501413","0","1"
"07","福島県","07213","伊達市","072130060000","長岡","37.818180","140.502244","0","1"
"07","福島県","07213","伊達市","072130061000","本町","37.818665","140.500666","0","1"
"07","福島県","07213","伊達市","072130062000","姥川","37.814456","140.499500","0","1"
"07","福島県","07213","伊達市","072130063000","南堀","37.818366","140.498632","0","1"
"07","福島県","07213","伊達市","072130064000","田町","37.816567","140.499521","0","1"
"07","福島県","07213","伊達市","072130065000","新町","37.814697","140.497787","0","1"
"07","福島県","07213","伊達市","072130066000","屋敷間","37.816401","140.498097","0","1"
"07","福島県","07213","伊達市","072130067000","保原町金原田","37.812296","140.587614","0","1"
"07","福島県","07213","伊達市","072130068000","保原町大泉","37.824858","140.568916","0","1"
"07","福島県","07213","伊達市","072130069000","保原町上保原","37.810240","140.536275","0","1"
"07","福島県","07213","伊達市","072130070000","下川原","37.827229","140.514505","0","1"
"07","福島県","07213","伊達市","072130071000","箱崎","37.816576","140.516390","0","1"
"07","福島県","07213","伊達市","072130072000","広前","37.820197","140.505308","0","1"
"07","福島県","07213","伊達市","072130073000","前川原","37.820459","140.508211","0","1"
"07","福島県","07213","伊達市","072130074000","原島","37.822710","140.508974","0","1"
"07","福島県","07213","伊達市","072130075000","中畑","37.821370","140.503519","0","1"
"07","福島県","07213","伊達市","072130076000","北畑","37.822811","140.503124","0","1"
"07","福島県","07213","伊達市","072130077000","右城","37.820096","140.502565","0","1"
"07","福島県","07213","伊達市","072130078000","岡前","37.821927","140.505340","0","1"
"07","福島県","07213","伊達市","072130079000","片町","37.821095","140.501316","0","1"
"07","福島県","07213","伊達市","072130080000","馬場口","37.823457","140.501339","0","1"
"07","福島県","07213","伊達市","072130081000","北後","37.821938","140.499320","0","1"
"07","福島県","07213","伊達市","072130082000","岡沼","37.825785","140.511107","0","1"
"07","福島県","07213","伊達市","072130083000","一本木","37.824700","140.507258","0","1"
"07","福島県","07213","伊達市","072130084000","日照","37.828387","140.510217","0","1"
"07","福島県","07213","伊達市","072130085000","堂ノ内","37.826882","140.508437","0","1"
"07","福島県","07213","伊達市","072130086000","鶴田","37.825944","140.504793","0","1"
"07","福島県","07213","伊達市","072130087000","堀切端","37.828465","140.505792","0","1"
"07","福島県","07213","伊達市","072130088000","篭田","37.824783","140.500551","0","1"
"07","福島県","07213","伊達市","072130089000","柳内","37.825297","140.502039","0","1"
"07","福島県","07213","伊達市","072130090000","上台","37.826654","140.501803","0","1"
"07","福島県","07213","伊達市","072130091000","六角","37.824587","140.498641","0","1"
"07","福島県","07213","伊達市","072130092000","瀬戸場","37.827874","140.503552","0","1"
"07","福島県","07213","伊達市","072130093000","高田","37.826641","140.498771","0","1"
"07","福島県","07213","伊達市","072130094000","中志和田","37.817428","140.494115","0","1"
"07","福島県","07213","伊達市","072130095000","諏訪西","37.813747","140.494503","0","1"
"07","福島県","07213","伊達市","072130096000","諏訪前","37.812812","140.493387","0","1"
"07","福島県","07213","伊達市","072130097000","神明前","37.815094","140.493308","0","1"
"07","福島県","07213","伊達市","072130098000","雷田","37.814811","140.491979","0","1"
"07","福島県","07213","伊達市","072130099000","一本松","37.813683","140.491398","0","1"
"07","福島県","07213","伊達市","072130019002","諏訪野二丁目","37.816359","140.491343","0","3"
"07","福島県","07213","伊達市","072130100000","志和田前","37.815869","140.490713","0","1"
"07","福島県","07213","伊達市","072130101000","上志和田","37.817794","140.491444","0","1"
"07","福島県","07213","伊達市","072130102000","上川原","37.812885","140.489173","0","1"
"07","福島県","07213","伊達市","072130103000","前田","37.815181","140.490052","0","1"
"07","福島県","07213","伊達市","072130104000","堰上","37.815474","140.486184","0","1"
"07","福島県","07213","伊達市","072130105000","堰下","37.815055","140.486109","0","1"
"07","福島県","07213","伊達市","072130106000","中道","37.819618","140.492512","0","1"
"07","福島県","07213","伊達市","072130107000","扇田","37.821180","140.493162","0","1"
"07","福島県","07213","伊達市","072130108000","姥石","37.818905","140.489653","0","1"
"07","福島県","07213","伊達市","072130109000","江向","37.821767","140.490852","0","1"
"07","福島県","07213","伊達市","072130110000","鶴巻","37.822746","140.491276","0","1"
"07","福島県","07213","伊達市","072130111000","細谷","37.824250","140.495251","0","1"
"07","福島県","07213","伊達市","072130112000","野崎","37.826673","140.493719","0","1"
"07","福島県","07213","伊達市","072130113000","柏木町","37.824333","140.491887","0","1"
"07","福島県","07213","伊達市","072130114000","梁川町山舟生","37.876378","140.662634","0","1"
"07","福島県","07213","伊達市","072130115000","梁川町希望ケ丘","37.862678","140.613144","0","1"
"07","福島県","07213","伊達市","072130116000","梁川町桜町","37.848614","140.605209","0","1"
"07","福島県","07213","伊達市","072130117000","梁川町広瀬町","37.849538","140.602781","0","1"
"07","福島県","07213","伊達市","072130118000","梁川町青葉町","37.845566","140.601023","0","1"
"07","福島県","07213","伊達市","072130119000","梁川町幸町","37.850049","140.600061","0","1"
"07","福島県","07213","伊達市","072130120000","梁川町柳田","37.841968","140.582322","0","1"
"07","福島県","07213","伊達市","072130121000","保原町中瀬","37.844550","140.566682","0","1"
"07","福島県","07213","伊達市","072130122000","梁川町粟野","37.850081","140.587205","0","1"
"07","福島県","07213","伊達市","072130123000","梁川町やながわ工業団地","37.859789","140.590202","0","1"
"07","福島県","07213","伊達市","072130124000","梁川町向川原","37.849762","140.570728","0","1"
"07","福島県","07213","伊達市","072130125000","梁川町二野袋","37.860862","140.580902","0","1"
"07","福島県","07213","伊達市","072130126000","梁川町東大枝","37.889503","140.602078","0","1"
"07","福島県","07214","本宮市","072140001000","稲沢","37.507708","140.499123","0","1"
"07","福島県","07214","本宮市","072140002000","松沢","37.489382","140.488025","0","1"
"07","福島県","07214","本宮市","072140003000","青田","37.501962","140.374651","0","1"
"07","福島県","07214","本宮市","072140004000","関下","37.476954","140.363441","0","1"
