"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"07","福島県","07201","福島市","072010001000","飯野町青木","37.692813","140.539338","0","1"
"07","福島県","07201","福島市","072010002000","松川町金沢","37.671583","140.488335","0","1"
"07","福島県","07201","福島市","072010003000","松川町下川崎","37.636541","140.487030","0","1"
"07","福島県","07201","福島市","072010004000","松川町沼袋","37.652919","140.498999","0","1"
"07","福島県","07201","福島市","072010005000","松川町水原","37.664352","140.388149","0","1"
"07","福島県","07201","福島市","072010006000","飯野町大久保","37.663070","140.548668","0","1"
"07","福島県","07201","福島市","072010007000","立子山","37.694975","140.516320","0","1"
"07","福島県","07201","福島市","072010008000","渡利","37.736442","140.498791","0","1"
"07","福島県","07201","福島市","072010009000","田沢","37.704069","140.488830","0","1"
"07","福島県","07201","福島市","072010010000","松川町浅川","37.678700","140.466097","0","1"
"07","福島県","07201","福島市","072010011000","松川町関谷","37.677468","140.441360","0","1"
"07","福島県","07201","福島市","072010012000","土湯温泉町","37.685746","140.290256","0","1"
"07","福島県","07201","福島市","072010013000","山田","37.701456","140.396019","0","1"
"07","福島県","07201","福島市","072010014000","荒井","37.709433","140.374347","0","1"
"07","福島県","07201","福島市","072010015000","土船","37.740620","140.369526","0","1"
"07","福島県","07201","福島市","072010016000","庄野","37.740188","140.387144","0","1"
"07","福島県","07201","福島市","072010017000","上名倉","37.728051","140.376047","0","1"
"07","福島県","07201","福島市","072010018000","桜本","37.736886","140.306143","0","1"
"07","福島県","07201","福島市","072010019000","在庭坂","37.754610","140.343193","0","1"
"07","福島県","07201","福島市","072010020000","李平","37.775400","140.270818","0","1"
"07","福島県","07201","福島市","072010021000","町庭坂","37.768502","140.305220","0","1"
"07","福島県","07201","福島市","072010022000","山口","37.759375","140.512821","0","1"
"07","福島県","07201","福島市","072010023000","大波","37.740221","140.534792","0","1"
"07","福島県","07201","福島市","072010024000","腰浜町","37.756075","140.482565","0","1"
"07","福島県","07201","福島市","072010025000","上浜町","37.754386","140.476232","0","1"
"07","福島県","07201","福島市","072010026000","舟場町","37.752285","140.473788","0","1"
"07","福島県","07201","福島市","072010027000","上町","37.753522","140.468947","0","1"
"07","福島県","07201","福島市","072010028000","大町","37.753570","140.466967","0","1"
"07","福島県","07201","福島市","072010029000","本町","37.753191","140.464891","0","1"
"07","福島県","07201","福島市","072010030000","栄町","37.754764","140.461634","0","1"
"07","福島県","07201","福島市","072010031000","太田町","37.754107","140.455945","0","1"
"07","福島県","07201","福島市","072010032001","野田町一丁目","37.754440","140.449821","0","3"
"07","福島県","07201","福島市","072010033000","八木田","37.750384","140.445770","0","1"
"07","福島県","07201","福島市","072010034000","須川町","37.750832","140.453796","0","1"
"07","福島県","07201","福島市","072010035000","本内","37.787908","140.492625","0","1"
"07","福島県","07201","福島市","072010036000","岡部","37.775468","140.502132","0","1"
"07","福島県","07201","福島市","072010037000","鎌田","37.795602","140.496775","0","1"
"07","福島県","07201","福島市","072010038000","瀬上町","37.805743","140.504865","0","1"
"07","福島県","07201","福島市","072010039000","仁井田","37.750162","140.430229","0","1"
"07","福島県","07201","福島市","072010040000","二子塚","37.757212","140.387333","0","1"
"07","福島県","07201","福島市","072010041000","大笹生","37.817044","140.352578","0","1"
"07","福島県","07201","福島市","072010042000","飯坂町","37.840970","140.430689","0","1"
"07","福島県","07201","福島市","072010043000","飯坂町湯野","37.843119","140.454372","0","1"
"07","福島県","07201","福島市","072010044000","飯坂町東湯野","37.826372","140.481473","0","1"
"07","福島県","07201","福島市","072010045000","飯坂町中野","37.855024","140.360053","0","1"
"07","福島県","07201","福島市","072010046000","飯坂町茂庭","37.912727","140.369063","0","1"
"07","福島県","07201","福島市","072010047000","飯野町","37.650814","140.539893","0","1"
"07","福島県","07201","福島市","072010048000","飯野町明治","37.655930","140.521890","0","1"
"07","福島県","07201","福島市","072010049001","松川町美郷一丁目","37.661888","140.475005","0","3"
"07","福島県","07201","福島市","072010049004","松川町美郷四丁目","37.665265","140.472233","0","3"
"07","福島県","07201","福島市","072010049002","松川町美郷二丁目","37.662547","140.467061","0","3"
"07","福島県","07201","福島市","072010049003","松川町美郷三丁目","37.666345","140.465338","0","3"
"07","福島県","07201","福島市","072010050000","松川町","37.657610","140.463216","0","1"
"07","福島県","07201","福島市","072010051001","荒井北一丁目","37.728716","140.394317","0","3"
"07","福島県","07201","福島市","072010052001","さくら一丁目","37.730071","140.393236","0","3"
"07","福島県","07201","福島市","072010052002","さくら二丁目","37.728914","140.389241","0","3"
"07","福島県","07201","福島市","072010052003","さくら三丁目","37.727518","140.387220","0","3"
"07","福島県","07201","福島市","072010051002","荒井北二丁目","37.726077","140.390152","0","3"
"07","福島県","07201","福島市","072010051003","荒井北三丁目","37.724888","140.387781","0","3"
"07","福島県","07201","福島市","072010053000","光が丘","37.689941","140.470372","0","1"
"07","福島県","07201","福島市","072010054000","金谷川","37.683170","140.455660","0","1"
"07","福島県","07201","福島市","072010055000","中町","37.751076","140.464993","0","1"
"07","福島県","07201","福島市","072010056000","早稲町","37.752016","140.462586","0","1"
"07","福島県","07201","福島市","072010057008","蓬莱町八丁目","37.695288","140.487776","0","3"
"07","福島県","07201","福島市","072010057007","蓬莱町七丁目","37.691831","140.484273","0","3"
"07","福島県","07201","福島市","072010057006","蓬莱町六丁目","37.693171","140.477369","0","3"
"07","福島県","07201","福島市","072010057005","蓬莱町五丁目","37.695604","140.478448","0","3"
"07","福島県","07201","福島市","072010057004","蓬莱町四丁目","37.699252","140.476589","0","3"
"07","福島県","07201","福島市","072010057003","蓬莱町三丁目","37.701971","140.477361","0","3"
"07","福島県","07201","福島市","072010057002","蓬莱町二丁目","37.697404","140.468970","0","3"
"07","福島県","07201","福島市","072010057001","蓬莱町一丁目","37.699477","140.464845","0","3"
"07","福島県","07201","福島市","072010058000","清水町","37.703237","140.466081","0","1"
"07","福島県","07201","福島市","072010059000","平石","37.695229","140.442610","0","1"
"07","福島県","07201","福島市","072010060000","小田","37.699935","140.420954","0","1"
"07","福島県","07201","福島市","072010061003","南向台三丁目","37.725287","140.484751","0","3"
"07","福島県","07201","福島市","072010061002","南向台二丁目","37.724850","140.480633","0","3"
"07","福島県","07201","福島市","072010061001","南向台一丁目","37.722533","140.477092","0","3"
"07","福島県","07201","福島市","072010062000","小倉寺","37.730318","140.478144","0","1"
"07","福島県","07201","福島市","072010063000","伏拝","37.717845","140.462867","0","1"
"07","福島県","07201","福島市","072010064000","黒岩","37.720472","140.467751","0","1"
"07","福島県","07201","福島市","072010065000","鳥谷野","37.734774","140.467260","0","1"
"07","福島県","07201","福島市","072010066000","郷野目","37.737656","140.462108","0","1"
"07","福島県","07201","福島市","072010067000","杉妻町","37.750147","140.468164","0","1"
"07","福島県","07201","福島市","072010068000","御倉町","37.746442","140.465787","0","1"
"07","福島県","07201","福島市","072010069000","南町","37.742293","140.463092","0","1"
"07","福島県","07201","福島市","072010070000","荒町","37.748659","140.464951","0","1"
"07","福島県","07201","福島市","072010071000","柳町","37.746185","140.463961","0","1"
"07","福島県","07201","福島市","072010072000","清明町","37.746655","140.461827","0","1"
"07","福島県","07201","福島市","072010073000","五月町","37.749814","140.462019","0","1"
"07","福島県","07201","福島市","072010074000","永井川","37.719433","140.452971","0","1"
"07","福島県","07201","福島市","072010075000","太平寺","37.731837","140.457607","0","1"
"07","福島県","07201","福島市","072010076000","矢剣町","37.747885","140.457434","0","1"
"07","福島県","07201","福島市","072010077000","方木田","37.743427","140.453214","0","1"
"07","福島県","07201","福島市","072010078000","大森","37.728668","140.439081","0","1"
"07","福島県","07201","福島市","072010079000","成川","37.741132","140.424501","0","1"
"07","福島県","07201","福島市","072010080000","吉倉","37.743758","140.436806","0","1"
"07","福島県","07201","福島市","072010081000","上鳥渡","37.723687","140.407874","0","1"
"07","福島県","07201","福島市","072010082000","下鳥渡","37.726834","140.421109","0","1"
"07","福島県","07201","福島市","072010083000","佐倉下","37.742407","140.406626","0","1"
"07","福島県","07201","福島市","072010084000","佐原","37.715438","140.311565","0","1"
"07","福島県","07201","福島市","072010085000","岡島","37.786578","140.514300","0","1"
"07","福島県","07201","福島市","072010086003","南中央三丁目","37.758774","140.437095","0","3"
"07","福島県","07201","福島市","072010087001","西中央一丁目","37.759198","140.433186","0","3"
"07","福島県","07201","福島市","072010087005","西中央五丁目","37.757629","140.431186","0","3"
"07","福島県","07201","福島市","072010087004","西中央四丁目","37.759560","140.429299","0","3"
"07","福島県","07201","福島市","072010032002","野田町二丁目","37.757095","140.450162","0","3"
"07","福島県","07201","福島市","072010086001","南中央一丁目","37.759388","140.440280","0","3"
"07","福島県","07201","福島市","072010032005","野田町五丁目","37.759346","140.446555","0","3"
"07","福島県","07201","福島市","072010032007","野田町七丁目","37.759999","140.443489","0","3"
"07","福島県","07201","福島市","072010088002","東中央二丁目","37.762621","140.439271","0","3"
"07","福島県","07201","福島市","072010088001","東中央一丁目","37.762166","140.441490","0","3"
"07","福島県","07201","福島市","072010089000","陣場町","37.757271","140.462547","0","1"
"07","福島県","07201","福島市","072010090000","三河南町","37.756597","140.455815","0","1"
"07","福島県","07201","福島市","072010091000","天神町","37.760433","140.463204","0","1"
"07","福島県","07201","福島市","072010092000","曽根田町","37.760211","140.459863","0","1"
"07","福島県","07201","福島市","072010032003","野田町三丁目","37.759175","140.450945","0","3"
"07","福島県","07201","福島市","072010093000","三河北町","37.759634","140.456450","0","1"
"07","福島県","07201","福島市","072010032004","野田町四丁目","37.761599","140.451125","0","3"
"07","福島県","07201","福島市","072010094000","森合町","37.764436","140.462232","0","1"
"07","福島県","07201","福島市","072010095000","北町","37.754039","140.471444","0","1"
"07","福島県","07201","福島市","072010096000","宮町","37.756118","140.469335","0","1"
"07","福島県","07201","福島市","072010097000","豊田町","37.755193","140.473525","0","1"
"07","福島県","07201","福島市","072010098000","仲間町","37.756183","140.471643","0","1"
"07","福島県","07201","福島市","072010099000","万世町","37.757156","140.465151","0","1"
"07","福島県","07201","福島市","072010100000","新町","37.756629","140.467483","0","1"
"07","福島県","07201","福島市","072010101000","置賜町","37.755262","140.463700","0","1"
"07","福島県","07201","福島市","072010102000","浜田町","37.758055","140.475621","0","1"
"07","福島県","07201","福島市","072010103000","北五老内町","37.762200","140.476057","0","1"
"07","福島県","07201","福島市","072010104000","五老内町","37.760296","140.474648","0","1"
"07","福島県","07201","福島市","072010105000","松木町","37.759380","140.471472","0","1"
"07","福島県","07201","福島市","072010106000","新浜町","37.759593","140.469233","0","1"
"07","福島県","07201","福島市","072010107000","宮下町","37.760870","140.466710","0","1"
"07","福島県","07201","福島市","072010108000","御山町","37.764562","140.467132","0","1"
"07","福島県","07201","福島市","072010109000","松浪町","37.766801","140.478831","0","1"
"07","福島県","07201","福島市","072010110000","旭町","37.764325","140.476833","0","1"
"07","福島県","07201","福島市","072010111000","春日町","37.767347","140.474115","0","1"
"07","福島県","07201","福島市","072010112000","山下町","37.764780","140.472835","0","1"
"07","福島県","07201","福島市","072010113000","花園町","37.762540","140.472578","0","1"
"07","福島県","07201","福島市","072010114000","霞町","37.763912","140.469896","0","1"
"07","福島県","07201","福島市","072010115000","信夫山","37.770247","140.473900","0","1"
"07","福島県","07201","福島市","072010116000","八島町","37.769625","140.484943","0","1"
"07","福島県","07201","福島市","072010117000","桜木町","37.764191","140.481789","0","1"
"07","福島県","07201","福島市","072010118000","入江町","37.770112","140.480028","0","1"
"07","福島県","07201","福島市","072010119000","東浜町","37.762420","140.486112","0","1"
"07","福島県","07201","福島市","072010032006","野田町六丁目","37.755815","140.443590","0","3"
"07","福島県","07201","福島市","072010086004","南中央四丁目","37.757322","140.438047","0","3"
"07","福島県","07201","福島市","072010087002","西中央二丁目","37.761008","140.433387","0","3"
"07","福島県","07201","福島市","072010086002","南中央二丁目","37.760620","140.437205","0","3"
"07","福島県","07201","福島市","072010088003","東中央三丁目","37.762927","140.436730","0","3"
"07","福島県","07201","福島市","072010120001","北中央一丁目","37.762871","140.433683","0","3"
"07","福島県","07201","福島市","072010087003","西中央三丁目","37.761438","140.428823","0","3"
"07","福島県","07201","福島市","072010120003","北中央三丁目","37.763798","140.430044","0","3"
"07","福島県","07201","福島市","072010120002","北中央二丁目","37.764383","140.433206","0","3"
"07","福島県","07201","福島市","072010121000","上野寺","37.760039","140.405767","0","1"
"07","福島県","07201","福島市","072010122000","堀河町","37.768918","140.489363","0","1"
"07","福島県","07201","福島市","072010123000","松山町","37.775273","140.484183","0","1"
"07","福島県","07201","福島市","072010124000","五十辺","37.776734","140.478920","0","1"
"07","福島県","07201","福島市","072010125000","御山","37.776875","140.465841","0","1"
"07","福島県","07201","福島市","072010126000","森合","37.767699","140.452157","0","1"
"07","福島県","07201","福島市","072010127000","野田町","37.766613","140.441057","0","1"
"07","福島県","07201","福島市","072010128000","泉","37.777071","140.449560","0","1"
"07","福島県","07201","福島市","072010129000","八島田","37.769781","140.432906","0","1"
"07","福島県","07201","福島市","072010130000","下野寺","37.769408","140.404894","0","1"
"07","福島県","07201","福島市","072010131000","笹木野","37.769642","140.418853","0","1"
"07","福島県","07201","福島市","072010132000","丸子","37.783346","140.474835","0","1"
"07","福島県","07201","福島市","072010133000","南沢又","37.778244","140.434046","0","1"
"07","福島県","07201","福島市","072010134000","北矢野目","37.794463","140.465034","0","1"
"07","福島県","07201","福島市","072010135000","北沢又","37.785513","140.428277","0","1"
"07","福島県","07201","福島市","072010136000","南矢野目","37.790065","140.458639","0","1"
"07","福島県","07201","福島市","072010137000","宮代","37.806189","140.480993","0","1"
"07","福島県","07201","福島市","072010138000","下飯坂","37.811774","140.469053","0","1"
"07","福島県","07201","福島市","072010139000","沖高","37.803485","140.464463","0","1"
"07","福島県","07201","福島市","072010140000","笹谷","37.794505","140.427099","0","1"
"07","福島県","07201","福島市","072010141000","飯坂町平野","37.809532","140.439150","0","1"
"07","福島県","07202","会津若松市","072020001000","対馬館町","37.480625","139.915821","0","1"
"07","福島県","07202","会津若松市","072020002000","神指町橋本","37.506","139.90921","0","1"
"07","福島県","07202","会津若松市","072020003003","飯盛三丁目","37.503082","139.949546","0","3"
"07","福島県","07202","会津若松市","072020004000","八角町","37.503425","139.945306","0","1"
"07","福島県","07202","会津若松市","072020005000","河東町工業団地","37.546714","139.955612","0","1"
"07","福島県","07202","会津若松市","072020006000","神指町大字中四合","37.506306","139.895541","0","1"
"07","福島県","07202","会津若松市","072020007000","大戸町大字高川","37.372992","139.966305","0","1"
"07","福島県","07202","会津若松市","072020008000","東山町大字湯川","37.441501","139.969578","0","1"
"07","福島県","07202","会津若松市","072020009000","大戸町大字大川","37.334782","139.918977","0","1"
"07","福島県","07202","会津若松市","072020010000","湊町大字平潟","37.435559","140.044704","0","1"
"07","福島県","07202","会津若松市","072020011000","湊町大字原","37.446922","140.019812","0","1"
"07","福島県","07202","会津若松市","072020012000","湊町大字赤井","37.496431","140.003196","0","1"
"07","福島県","07202","会津若松市","072020013000","湊町大字共和","37.469924","140.012074","0","1"
"07","福島県","07202","会津若松市","072020014000","門田町大字黒岩","37.476091","139.935823","0","1"
"07","福島県","07202","会津若松市","072020015000","門田町大字面川","37.442833","139.915159","0","1"
"07","福島県","07202","会津若松市","072020016000","北会津町下荒井","37.504958","139.86386","0","1"
"07","福島県","07202","会津若松市","072020017000","北会津町新在家","37.470367","139.874847","0","1"
"07","福島県","07202","会津若松市","072020018000","北会津町東麻生","37.483537","139.872565","0","1"
"07","福島県","07202","会津若松市","072020019000","北会津町下野","37.45728","139.873221","0","1"
"07","福島県","07202","会津若松市","072020020000","北会津町金屋","37.464106","139.875283","0","1"
"07","福島県","07202","会津若松市","072020021000","北会津町西麻生","37.479939","139.86659","0","1"
"07","福島県","07202","会津若松市","072020022000","北会津町松野","37.473384","139.874063","0","1"
"07","福島県","07202","会津若松市","072020023000","北会津町北後庵","37.469187","139.869174","0","1"
"07","福島県","07202","会津若松市","072020024000","北会津町中荒井","37.492721","139.875666","0","1"
"07","福島県","07202","会津若松市","072020025000","神指町西城戸","37.502885","139.899187","0","1"
"07","福島県","07202","会津若松市","072020026000","西七日町","37.503507","139.916305","0","1"
"07","福島県","07202","会津若松市","072020027000","五月町","37.500761","139.912554","0","1"
"07","福島県","07202","会津若松市","072020028000","一箕町大字八幡","37.506147","139.952243","0","1"
"07","福島県","07202","会津若松市","072020003001","飯盛一丁目","37.502774","139.952921","0","3"
"07","福島県","07202","会津若松市","072020029000","一箕町大字八角","37.504279","139.947076","0","1"
"07","福島県","07202","会津若松市","072020030000","滝沢町","37.504329","139.94289","0","1"
"07","福島県","07202","会津若松市","072020031000","平安町","37.501346","139.94199","0","1"
"07","福島県","07202","会津若松市","072020032000","旭町","37.501086","139.938821","0","1"
"07","福島県","07202","会津若松市","072020033000","蚕養町","37.504517","139.937187","0","1"
"07","福島県","07202","会津若松市","072020034000","相生町","37.501692","139.935854","0","1"
"07","福島県","07202","会津若松市","072020035000","昭和町","37.504018","139.934302","0","1"
"07","福島県","07202","会津若松市","072020036000","馬場本町","37.501719","139.933383","0","1"
"07","福島県","07202","会津若松市","072020037002","中央二丁目","37.502217","139.931423","0","3"
"07","福島県","07202","会津若松市","072020038002","大町二丁目","37.5031","139.928766","0","3"
"07","福島県","07202","会津若松市","072020039000","城北町","37.503555","139.925096","0","1"
"07","福島県","07202","会津若松市","072020040000","金川町","37.504675","139.921968","0","1"
"07","福島県","07202","会津若松市","072020041000","神指町大字黒川","37.505426","139.906317","0","1"
"07","福島県","07202","会津若松市","072020042000","北会津町蟹川","37.506879","139.879416","0","1"
"07","福島県","07202","会津若松市","072020043000","一箕町大字金堀","37.511708","139.978469","0","1"
"07","福島県","07202","会津若松市","072020044000","河東町八田","37.53896","139.979064","0","1"
"07","福島県","07202","会津若松市","072020045000","北会津町十二所","37.502321","139.843172","0","1"
"07","福島県","07202","会津若松市","072020046000","北会津町本田","37.503429","139.850479","0","1"
"07","福島県","07202","会津若松市","072020047000","北会津町真宮","37.520619","139.868724","0","1"
"07","福島県","07202","会津若松市","072020048004","真宮新町南四丁目","37.521258","139.873877","0","3"
"07","福島県","07202","会津若松市","072020049002","真宮新町北二丁目","37.524123","139.870713","0","3"
"07","福島県","07202","会津若松市","072020049001","真宮新町北一丁目","37.524404","139.872814","0","3"
"07","福島県","07202","会津若松市","072020049004","真宮新町北四丁目","37.528871","139.870284","0","3"
"07","福島県","07202","会津若松市","072020050000","大戸町宮内","37.417483","139.918542","0","1"
"07","福島県","07202","会津若松市","072020051000","大戸町小谷平沢","37.377146","139.917267","0","1"
"07","福島県","07202","会津若松市","072020052000","大戸町小谷西村","37.384351","139.922096","0","1"
"07","福島県","07202","会津若松市","072020053000","大戸町上小塩","37.367393","139.921367","0","1"
"07","福島県","07202","会津若松市","072020054000","大戸町小谷原","37.382561","139.92366","0","1"
"07","福島県","07202","会津若松市","072020055000","大戸町大字芦牧","37.363983","139.909354","0","1"
"07","福島県","07202","会津若松市","072020056000","大戸町上三寄大豆田","37.388862","139.933527","0","1"
"07","福島県","07202","会津若松市","072020057000","大戸町小谷川端","37.386466","139.928533","0","1"
"07","福島県","07202","会津若松市","072020058000","大戸町小谷坂下","37.387505","139.925028","0","1"
"07","福島県","07202","会津若松市","072020059000","大戸町大字小谷","37.365367","139.916995","0","1"
"07","福島県","07202","会津若松市","072020060000","大戸町上三寄香塩","37.397011","139.933807","0","1"
"07","福島県","07202","会津若松市","072020061000","大戸町大字上三寄","37.407281","139.924187","0","1"
"07","福島県","07202","会津若松市","072020062000","大戸町上三寄南原","37.40376","139.926175","0","1"
"07","福島県","07202","会津若松市","072020063000","大戸町上雨屋","37.41151","139.922657","0","1"
"07","福島県","07202","会津若松市","072020064000","湊町大字静潟","37.462527","140.036328","0","1"
"07","福島県","07202","会津若松市","072020065000","北青木","37.479933","139.938263","0","1"
"07","福島県","07202","会津若松市","072020066000","北会津町水季の里","37.476693","139.89315","0","1"
"07","福島県","07202","会津若松市","072020067000","北会津町古舘","37.475667","139.89165","0","1"
"07","福島県","07202","会津若松市","072020068000","北会津町ほたるの森","37.49594","139.874794","0","1"
"07","福島県","07202","会津若松市","072020069000","花春町","37.49041","139.943374","0","1"
"07","福島県","07202","会津若松市","072020070000","城東町","37.486765","139.936073","0","1"
"07","福島県","07202","会津若松市","072020071000","城南町","37.485588","139.928555","0","1"
"07","福島県","07202","会津若松市","072020072000","南町","37.484539","139.928337","0","1"
"07","福島県","07202","会津若松市","072020073002","米代二丁目","37.486461","139.923039","0","3"
"07","福島県","07202","会津若松市","072020073001","米代一丁目","37.488744","139.923679","0","3"
"07","福島県","07202","会津若松市","072020074000","城前","37.490799","139.936124","0","1"
"07","福島県","07202","会津若松市","072020075000","追手町","37.488529","139.930187","0","1"
"07","福島県","07202","会津若松市","072020076000","山鹿町","37.490858","139.924289","0","1"
"07","福島県","07202","会津若松市","072020077002","慶山二丁目","37.494068","139.950936","0","3"
"07","福島県","07202","会津若松市","072020078000","南千石町","37.492572","139.942723","0","1"
"07","福島県","07202","会津若松市","072020079002","和田二丁目","37.499237","139.951217","0","3"
"07","福島県","07202","会津若松市","072020077001","慶山一丁目","37.493982","139.947328","0","3"
"07","福島県","07202","会津若松市","072020003002","飯盛二丁目","37.500953","139.948402","0","3"
"07","福島県","07202","会津若松市","072020079001","和田一丁目","37.498705","139.949213","0","3"
"07","福島県","07202","会津若松市","072020080003","東千石三丁目","37.498513","139.947094","0","3"
"07","福島県","07202","会津若松市","072020081000","桧町","37.500976","139.944699","0","1"
"07","福島県","07202","会津若松市","072020080002","東千石二丁目","37.498462","139.944604","0","3"
"07","福島県","07202","会津若松市","072020080001","東千石一丁目","37.49659","139.945364","0","3"
"07","福島県","07202","会津若松市","072020082000","花畑東","37.499465","139.941617","0","1"
"07","福島県","07202","会津若松市","072020083000","千石町","37.49566","139.94179","0","1"
"07","福島県","07202","会津若松市","072020084000","行仁町","37.497245","139.937517","0","1"
"07","福島県","07202","会津若松市","072020085000","徒之町","37.492565","139.936616","0","1"
"07","福島県","07202","会津若松市","072020086000","宮町","37.494346","139.937235","0","1"
"07","福島県","07202","会津若松市","072020087000","上町","37.49809","139.934228","0","1"
"07","福島県","07202","会津若松市","072020088000","馬場町","37.498665","139.932032","0","1"
"07","福島県","07202","会津若松市","072020089000","東栄町","37.493281","139.93069","0","1"
"07","福島県","07202","会津若松市","072020090000","栄町","37.496157","139.930875","0","1"
"07","福島県","07202","会津若松市","072020037001","中央一丁目","37.499073","139.930036","0","3"
"07","福島県","07202","会津若松市","072020091000","西栄町","37.493858","139.925217","0","1"
"07","福島県","07202","会津若松市","072020038001","大町一丁目","37.499911","139.927373","0","3"
"07","福島県","07202","会津若松市","072020092000","中町","37.4969","139.925844","0","1"
"07","福島県","07202","会津若松市","072020093000","北会津町二日町","37.495051","139.884425","0","1"
"07","福島県","07202","会津若松市","072020094000","大戸町石村","37.432912","139.913212","0","1"
"07","福島県","07202","会津若松市","072020095000","大戸町下雨屋","37.420417","139.919047","0","1"
"07","福島県","07202","会津若松市","072020096000","門田町大字堤沢","37.448145","139.937648","3","1"
"07","福島県","07202","会津若松市","072020097000","門田町大字一ノ堰","37.455974","139.913461","0","1"
"07","福島県","07202","会津若松市","072020098000","北会津町東小松","37.473086","139.889309","0","1"
"07","福島県","07202","会津若松市","072020099000","北会津町小松","37.466837","139.886738","0","1"
"07","福島県","07202","会津若松市","072020100000","東山町大字湯本","37.476474","139.963858","0","1"
"07","福島県","07202","会津若松市","072020101000","東山町大字石山","37.487713","139.951734","0","1"
"07","福島県","07202","会津若松市","072020102003","花見ケ丘三丁目","37.483377","139.941469","0","3"
"07","福島県","07202","会津若松市","072020103000","建福寺前","37.482588","139.938988","0","1"
"07","福島県","07202","会津若松市","072020104000","門田町大字御山","37.46455","139.928837","0","1"
"07","福島県","07202","会津若松市","072020105002","東年貢二丁目","37.472784","139.927369","0","3"
"07","福島県","07202","会津若松市","072020106000","天神町","37.481229","139.933995","0","1"
"07","福島県","07202","会津若松市","072020105001","東年貢一丁目","37.474929","139.927798","0","3"
"07","福島県","07202","会津若松市","072020107000","古川町","37.47706","139.928226","0","1"
"07","福島県","07202","会津若松市","072020108000","明和町","37.479079","139.928042","0","1"
"07","福島県","07202","会津若松市","072020109000","表町","37.481664","139.928763","0","1"
"07","福島県","07202","会津若松市","072020110002","西年貢二丁目","37.475496","139.923194","0","3"
"07","福島県","07202","会津若松市","072020111000","錦町","37.482322","139.923811","0","1"
"07","福島県","07202","会津若松市","072020112000","門田町大字中野","37.468238","139.921801","0","1"
"07","福島県","07202","会津若松市","072020113000","門田町大字年貢町","37.471045","139.926302","0","1"
"07","福島県","07202","会津若松市","072020110001","西年貢一丁目","37.478034","139.922523","0","3"
"07","福島県","07202","会津若松市","072020114000","館馬町","37.480502","139.922798","0","1"
"07","福島県","07202","会津若松市","072020115000","南花畑","37.485098","139.922464","0","1"
"07","福島県","07202","会津若松市","072020116000","館脇町","37.481666","139.918979","0","1"
"07","福島県","07202","会津若松市","072020117000","門田町大字日吉","37.477046","139.915244","0","1"
"07","福島県","07202","会津若松市","072020118000","桜町","37.480319","139.911671","0","1"
"07","福島県","07202","会津若松市","072020119000","北会津町上米塚","37.465665","139.896514","0","1"
"07","福島県","07202","会津若松市","072020120000","北会津町三本松","37.475205","139.894737","0","1"
"07","福島県","07202","会津若松市","072020121000","北会津町両堂","37.475974","139.883475","0","1"
"07","福島県","07202","会津若松市","072020122000","湯川南","37.48588","139.947004","0","1"
"07","福島県","07202","会津若松市","072020102001","花見ケ丘一丁目","37.485787","139.941559","0","3"
"07","福島県","07202","会津若松市","072020102002","花見ケ丘二丁目","37.486039","139.944185","0","3"
"07","福島県","07202","会津若松市","072020123000","宝町","37.487243","139.940663","0","1"
"07","福島県","07202","会津若松市","072020124000","天寧寺町","37.488421","139.947093","0","1"
"07","福島県","07202","会津若松市","072020125000","城西町","37.484133","139.91595","0","1"
"07","福島県","07202","会津若松市","072020126000","湯川町","37.488795","139.918804","0","1"
"07","福島県","07202","会津若松市","072020127000","川原町","37.488574","139.915687","0","1"
"07","福島県","07202","会津若松市","072020128000","七日町","37.500799","139.922182","0","1"
"07","福島県","07202","会津若松市","072020129000","本町","37.49352","139.918832","0","1"
"07","福島県","07202","会津若松市","072020130000","日新町","37.497513","139.920591","0","1"
"07","福島県","07202","会津若松市","072020131000","新横町","37.491511","139.916117","0","1"
"07","福島県","07202","会津若松市","072020132000","緑町","37.495372","139.913543","0","1"
"07","福島県","07202","会津若松市","072020133000","八日町","37.499921","139.915891","0","1"
"07","福島県","07202","会津若松市","072020134001","材木町一丁目","37.487745","139.911834","0","3"
"07","福島県","07202","会津若松市","072020135000","日吉町","37.489987","139.909167","0","1"
"07","福島県","07202","会津若松市","072020136000","幕内東町","37.489823","139.905718","0","1"
"07","福島県","07202","会津若松市","072020137000","御旗町","37.492985","139.911144","0","1"
"07","福島県","07202","会津若松市","072020138001","柳原町一丁目","37.49271","139.906644","0","3"
"07","福島県","07202","会津若松市","072020138002","柳原町二丁目","37.495016","139.907108","0","3"
"07","福島県","07202","会津若松市","072020138004","柳原町四丁目","37.493363","139.904122","0","3"
"07","福島県","07202","会津若松市","072020138003","柳原町三丁目","37.496511","139.904147","0","3"
"07","福島県","07202","会津若松市","072020139000","北会津町下米塚","37.485153","139.886658","0","1"
"07","福島県","07202","会津若松市","072020140000","北会津町柏原","37.481042","139.878087","0","1"
"07","福島県","07202","会津若松市","072020141000","北会津町古麻生","37.472921","139.868055","0","1"
"07","福島県","07202","会津若松市","072020142000","北会津町麻生新田","37.479838","139.858329","0","1"
"07","福島県","07202","会津若松市","072020143000","北会津町西後庵","37.464816","139.865594","0","1"
